,Distance,Run,Missingness,Replicate,CCC,Rand,aRand
0,mesquita_eed,uniform_halflowestscalars,70,1,0.8875455634948551,1.0,1.0
1,mesquita_eed,uniform_halflowestscalars,70,0,0.8891801285891734,1.0,1.0
2,mesquita_eed,uniform_halflowestscalars,65,1,0.8906118146321343,1.0,1.0
3,mesquita_eed,uniform_halflowestscalars,65,0,0.8886241679432114,1.0,1.0
4,mesquita_eed,uniform_halflowestscalars,60,1,0.8884776033766426,1.0,1.0
5,mesquita_eed,uniform_halflowestscalars,60,0,0.8913992147412341,1.0,1.0
6,mesquita_eed,uniform_halflowestscalars,55,1,0.8888162554586261,1.0,1.0
7,mesquita_eed,uniform_halflowestscalars,55,0,0.890996982085511,1.0,1.0
8,mesquita_eed,uniform_halflowestscalars,50,1,0.8919714726660549,1.0,1.0
9,mesquita_eed,uniform_halflowestscalars,50,0,0.8914069775258665,1.0,1.0
10,mesquita_eed,uniform_halflowestscalars,45,1,0.8921259932260092,1.0,1.0
11,mesquita_eed,uniform_halflowestscalars,45,0,0.8918642716807603,1.0,1.0
12,mesquita_eed,uniform_halflowestscalars,40,1,0.8938194270497287,1.0,1.0
13,mesquita_eed,uniform_halflowestscalars,40,0,0.8926774685504393,1.0,1.0
14,mesquita_eed,uniform_halflowestscalars,35,1,0.8933650463031335,1.0,1.0
15,mesquita_eed,uniform_halflowestscalars,35,0,0.891794545214174,1.0,1.0
16,mesquita_eed,uniform_halflowestscalars,30,1,0.8935241545739376,1.0,1.0
17,mesquita_eed,uniform_halflowestscalars,30,0,0.8909351037233685,1.0,1.0
18,mesquita_eed,uniform_halflowestscalars,25,1,0.8921386516191768,1.0,1.0
19,mesquita_eed,uniform_halflowestscalars,25,0,0.8938333625675565,1.0,1.0
20,mesquita_eed,uniform_halflowestscalars,20,1,0.8948097104773314,1.0,1.0
21,mesquita_eed,uniform_halflowestscalars,20,0,0.8950599750789103,1.0,1.0
22,mesquita_eed,uniform_halflowestscalars,15,1,0.8926209728819092,1.0,1.0
23,mesquita_eed,uniform_halflowestscalars,15,0,0.895171966403852,1.0,1.0
24,mesquita_eed,uniform_halflowestscalars,10,1,0.8947130897765215,1.0,1.0
25,mesquita_eed,uniform_halflowestscalars,10,0,0.8954323663183923,1.0,1.0
26,mesquita_eed,uniform_halflowestscalars,5,1,0.8953551119186027,1.0,1.0
27,mesquita_eed,uniform_halflowestscalars,5,0,0.8955526086054776,1.0,1.0
28,mesquita_eed,uniform_halflowestscalars,2,1,0.8957274717535515,1.0,1.0
29,mesquita_eed,uniform_halflowestscalars,2,0,0.895538654291308,1.0,1.0
30,mesquita_eed,uniform_halflowestscalars,1,1,0.895772765996436,1.0,1.0
31,mesquita_eed,uniform_halflowestscalars,1,0,0.8958026335296492,1.0,1.0
32,mesquita_eed,uniform_halflowestscalars,0,0,0.8957091767540624,1.0,1.0
33,eirola_esd_gmm,uniform_halflowestscalars,70,1,0.8463887412803909,1.0,1.0
34,eirola_esd_gmm,uniform_halflowestscalars,70,0,0.8479354786976016,1.0,1.0
35,eirola_esd_gmm,uniform_halflowestscalars,65,1,0.8486736803033686,1.0,1.0
36,eirola_esd_gmm,uniform_halflowestscalars,65,0,0.8466136106820628,1.0,1.0
37,eirola_esd_gmm,uniform_halflowestscalars,60,1,0.8468217273588453,1.0,1.0
38,eirola_esd_gmm,uniform_halflowestscalars,60,0,0.8497285779770053,1.0,1.0
39,eirola_esd_gmm,uniform_halflowestscalars,55,1,0.8465854640993,1.0,1.0
40,eirola_esd_gmm,uniform_halflowestscalars,55,0,0.849147990375836,1.0,1.0
41,eirola_esd_gmm,uniform_halflowestscalars,50,1,0.8491358276267404,1.0,1.0
42,eirola_esd_gmm,uniform_halflowestscalars,50,0,0.8485404736891737,1.0,1.0
43,eirola_esd_gmm,uniform_halflowestscalars,45,1,0.8485348320296409,1.0,1.0
44,eirola_esd_gmm,uniform_halflowestscalars,45,0,0.8483922212560386,1.0,1.0
45,eirola_esd_gmm,uniform_halflowestscalars,40,1,0.8498098571513114,1.0,1.0
46,eirola_esd_gmm,uniform_halflowestscalars,40,0,0.8488673966611464,1.0,1.0
47,eirola_esd_gmm,uniform_halflowestscalars,35,1,0.8490614741764639,1.0,1.0
48,eirola_esd_gmm,uniform_halflowestscalars,35,0,0.8479597541939128,1.0,1.0
49,eirola_esd_gmm,uniform_halflowestscalars,30,1,0.8491939319572052,1.0,1.0
50,eirola_esd_gmm,uniform_halflowestscalars,30,0,0.8467542598068687,1.0,1.0
51,eirola_esd_gmm,uniform_halflowestscalars,25,1,0.8475712685354662,1.0,1.0
52,eirola_esd_gmm,uniform_halflowestscalars,25,0,0.8488271419955842,1.0,1.0
53,eirola_esd_gmm,uniform_halflowestscalars,20,1,0.8495083768002126,1.0,1.0
54,eirola_esd_gmm,uniform_halflowestscalars,20,0,0.8497867540124182,1.0,1.0
55,eirola_esd_gmm,uniform_halflowestscalars,15,1,0.8477312933372307,1.0,1.0
56,eirola_esd_gmm,uniform_halflowestscalars,15,0,0.8497218747572651,1.0,1.0
57,eirola_esd_gmm,uniform_halflowestscalars,10,1,0.8490019035938476,1.0,1.0
58,eirola_esd_gmm,uniform_halflowestscalars,10,0,0.8496978587205464,1.0,1.0
59,eirola_esd_gmm,uniform_halflowestscalars,5,1,0.849455901682461,1.0,1.0
60,eirola_esd_gmm,uniform_halflowestscalars,5,0,0.8495880164646816,1.0,1.0
61,eirola_esd_gmm,uniform_halflowestscalars,2,1,0.8496085377241869,1.0,1.0
62,eirola_esd_gmm,uniform_halflowestscalars,2,0,0.8494051178307531,1.0,1.0
