ProtID,P10,P13,P14,P24,P29,P3,P31,P36,P42,P43,P44,P46,P47,P49,P53,P11,P12,P15,P17,P18,P19,P2,P20,P21,P22,P23,P26,P30,P32,P34,P37,P4,P40,P45,P48,P5,P50,P51,P52,P6,P9
Q9BR76,-1.12335240840912,0.141730666160584,0.652721703052521,0.899776041507721,-0.437272906303406,0.36298394203186,0.861610352993011,0.533655881881714,-0.63493412733078,0.622538268566132,0.383633106946945,0.908350765705109,0.322551608085632,0.557296812534332,0.697430908679962,0.505667150020599,-0.342955559492111,-0.0632897168397903,0.627745866775513,-0.575319409370422,0.104235418140888,-0.818849980831146,-0.646816968917847,-0.430364459753037,0.524887144565582,-0.170651540160179,-0.394872903823853,-1.65141046047211,-1.2524870634079,0.323932975530624,-0.0614628456532955,1.12569642066956,-0.77477890253067,-0.471587210893631,-0.570684313774109,-0.812664747238159,0.0887486115098,-0.512547075748444,-0.744775176048279,-1.25368440151215,0.277246624231339
P11117,1.93989455699921,1.26507914066315,1.11249220371246,1.35702526569366,NaN,1.23088192939758,1.00801181793213,1.25601887702942,NaN,1.00910878181458,0.943680167198181,1.00892543792725,0.910743832588196,0.281718909740448,2.2412486076355,NaN,0.334054410457611,NaN,0.510612547397614,0.190780237317085,0.285477757453918,1.41722321510315,-0.853601038455963,1.50262212753296,-0.450089365243912,0.535744905471802,-0.493631839752197,0.0912877917289734,-0.0488792583346367,0.655158936977386,0.375970780849457,0.951644718647003,-0.409652382135391,1.33848941326141,2.00255751609802,NaN,1.08929002285004,0.70582789182663,NaN,2.06126070022583,-0.368219375610352
O00566,-0.265738964080811,-0.450333386659622,-1.78538918495178,-1.42521524429321,0.132718741893768,-0.563021302223206,-1.58630931377411,-1.11614668369293,0.0739974454045296,-0.77175509929657,-1.23068118095398,-1.61087906360626,-1.0728565454483,-1.68444037437439,-0.991541385650635,-0.76878958940506,-0.2424336373806,-0.548132598400116,-0.498159676790237,0.0339827500283718,-0.303243517875671,-0.33042910695076,0.000438425631728023,-0.330940186977386,-0.972861111164093,-0.753521502017975,-0.179441899061203,0.257454961538315,0.151527911424637,-1.48745954036713,-0.28149601817131,-1.18369996547699,-0.00106436770875007,-0.568980693817139,0.766945600509644,0.0520378164947033,-0.790548384189606,-0.710876405239105,-0.474012166261673,0.29373562335968,-0.367957353591919
Q70UQ0-4,-1.75782871246338,-0.383571177721024,0.145951688289642,0.0828552916646004,-2.04378890991211,-0.374407231807709,1.08836770057678,0.73609322309494,-0.652074217796326,0.270289391279221,0.292476505041122,-0.225086390972137,-1.09357452392578,0.233207985758781,-0.254478096961975,-1.39438664913177,-2.00914192199707,-1.73238611221313,-2.18541431427002,-0.405944675207138,-2.2175657749176,-0.198918879032135,-2.91758394241333,-1.04081451892853,-0.223677307367325,0.675023376941681,-2.4206109046936,-1.38531672954559,-2.37953281402588,-0.386284291744232,-1.27559888362885,-1.18774342536926,-1.8173840045929,-0.571575939655304,-0.923305749893188,-0.99601423740387,1.19263434410095,0.109176233410835,-1.22861444950104,-0.982926607131958,-3.01429295539856
Q8N2F6-4;Q8N2F6-2;Q8N2F6-6;Q8N2F6-5,0.992956519126892,0.669055700302124,0.516969621181488,0.0300648808479309,-0.562648832798004,0.165842786431313,-0.922157049179077,0.0509978123009205,1.27864110469818,0.990974366664886,0.159896165132523,-0.121898472309113,0.565573751926422,0.0792768448591232,0.820814490318298,0.630229711532593,1.0666983127594,0.525229394435883,0.962299287319183,1.76774930953979,0.920802116394043,1.18975734710693,1.19421994686127,0.680108547210693,0.0378274917602539,0.858788967132568,0.468963116407394,0.855304598808289,0.820124566555023,0.486808776855469,1.2322164773941,0.110092580318451,1.13809418678284,0.814785242080688,1.35432708263397,1.59621644020081,0.659107744693756,0.75774085521698,0.536373555660248,0.886657118797302,1.20478057861328
P29466-2;P29466;P29466-3;P29466-4,0.719567120075226,0.725513815879822,1.03588914871216,2.46196627616882,1.55450165271759,0.849867165088654,2.00787281990051,2.25469517707825,0.381553769111633,0.857485771179199,2.22453117370605,1.9276237487793,2.15210247039795,1.7733029127121,1.38236844539642,2.03193140029907,1.02689218521118,-0.342464447021484,0.712428390979767,-0.266948670148849,2.08836030960083,-0.984877824783325,1.03146398067474,0.629566431045532,2.29273700714111,1.0955183506012,0.483722746372223,-0.94944828748703,-0.467075645923615,2.29693102836609,1.58309328556061,2.00990605354309,-0.450094789266586,-0.624071955680847,0.0294023659080267,1.10626149177551,0.941031217575073,1.06662440299988,0.800043284893036,-0.847507357597351,1.04454302787781
Q9NVP1,-0.662455379962921,-0.592629492282867,-1.63387215137482,-1.61673128604889,-0.577839374542236,-1.250732421875,-1.83158838748932,-1.34654772281647,-0.356203407049179,-0.818603277206421,-1.63851451873779,-1.94595527648926,-1.48067259788513,-1.78859734535217,-1.29229378700256,-0.990572512149811,-0.860881268978119,-1.52239978313446,-0.796208262443542,-0.136331275105476,-0.721769154071808,-0.499454379081726,-0.7100750207901,-0.424271672964096,-1.54488384723663,-1.02975261211395,-0.533835887908936,-0.197098046541214,-0.0678358003497124,-1.68053889274597,-0.827415287494659,-1.69581007957459,-0.361765950918198,-0.650980949401855,-0.247335106134415,-0.338820546865463,-0.977534949779511,-0.6801478266716,-0.825162589550018,-0.0591782480478287,-0.943376243114471
Q9H583,-0.817871272563934,-0.668558359146118,-1.83537375926971,-1.49527788162231,-0.314903616905212,-1.11632573604584,-1.8055305480957,-1.33287918567657,-0.0512945987284184,-0.79605096578598,-1.65020966529846,-1.87061631679535,-1.44448029994965,-1.83751833438873,-1.10038447380066,-1.23525476455688,-0.59306412935257,-1.04263710975647,-0.77488648891449,0.101715005934238,-0.67123818397522,-0.403939127922058,-0.256538927555084,-0.559756100177765,-1.61726355552673,-0.997792780399323,-0.579730033874512,0.0119457729160786,-0.0955693870782852,-1.69805538654327,-0.723425149917603,-1.39889025688171,-0.260990411043167,-0.860988199710846,0.197750970721245,-0.186821654438972,-0.752760827541351,-0.650087237358093,-1.0503990650177,-0.0323658660054207,-0.669937789440155
Q5VYS8-6;Q5VYS8;Q5VYS8-4,0.120982080698013,0.400722920894623,1.15258467197418,0.381241619586945,0.499245434999466,0.869070529937744,1.28919196128845,0.809829652309418,0.127960100769997,0.231551676988602,0.931505024433136,0.220390379428864,0.80868399143219,0.82838636636734,0.859504282474518,0.641646146774292,-0.0256919916719198,-0.180532947182655,-0.391303151845932,-0.402324140071869,0.0412111394107342,0.363169759511948,0.357153207063675,-0.233463749289513,0.936982810497284,0.290004462003708,0.573266744613647,-0.184300541877747,-0.093041755259037,0.639220952987671,0.928843975067139,0.757933437824249,-0.42629998922348,0.759121358394623,0.492248773574829,-0.0340996123850346,1.10371649265289,0.0888470262289047,-1.00864708423615,-0.0437096022069454,0.48795810341835
P48449;P48449-3;P48449-2,-1.70747125148773,-1.28313565254211,-2.07216954231262,-1.42656600475311,-1.98121166229248,-0.601757228374481,-2.78649187088013,-1.79730117321014,-1.64773643016815,-1.84216225147247,-2.15419769287109,-1.98918926715851,-1.21193671226501,-1.87635350227356,-1.38747584819794,-2.81032252311707,-1.11373841762543,-0.85545140504837,-0.719814300537109,-0.486942708492279,-1.18054103851318,-0.63433825969696,-0.595943808555603,-0.952702879905701,-1.82284724712372,-0.893601477146149,-1.24631857872009,-0.21810457110405,-0.306556314229965,-2.0260636806488,-2.67494344711304,-1.30365598201752,-0.760642647743225,-0.554336726665497,-0.620082378387451,-1.79616141319275,-1.17643427848816,-2.331209897995,-1.48226356506348,-0.201441615819931,-0.777119636535645
Q8IY81,-1.140949010849,-1.08004605770111,-2.74603819847107,-1.91678941249847,-0.141441240906715,-2.08320689201355,-1.55818355083466,-1.05311012268066,-0.0902839154005051,-0.760976731777191,-1.84924471378326,-2.14550375938416,-1.55617606639862,-2.10482668876648,-1.30899059772491,-0.882102906703949,-0.581747353076935,-1.09417462348938,-0.782898902893066,-0.284934759140015,-0.846337854862213,-0.588072955608368,-0.185769632458687,-0.625709295272827,-1.81930232048035,-1.59828019142151,-0.0943325236439705,-0.340631306171417,0.00526899518445134,-2.07849955558777,-0.67828494310379,-1.57424831390381,-0.127322345972061,-0.466907382011414,0.242641344666481,-0.10222053527832,-1.25753307342529,-1.01064574718475,-1.06923794746399,-0.406895220279694,-0.810126483440399
A4D1E9;A4D1E9-2,-0.497895479202271,NaN,-1.29868030548096,-1.50718951225281,-1.0303453207016,-0.36259800195694,NaN,-1.53486943244934,0.373423904180527,NaN,NaN,NaN,-1.35885715484619,-1.45127236843109,NaN,NaN,-0.285472095012665,0.181859508156776,0.0262891314923763,0.437908113002777,-0.469858169555664,NaN,-0.211719557642937,NaN,NaN,-0.887738823890686,-0.179315999150276,0.284661889076233,0.296121329069138,NaN,-0.175248295068741,-0.836136639118195,0.655271828174591,-0.307536870241165,0.0483745820820332,-0.148369431495667,-0.874352812767029,-0.29069060087204,NaN,0.0704366341233253,0.381245642900467
Q9BYG3,-0.784262597560883,-0.687249660491943,-2.06159019470215,-1.62520587444305,-0.405264407396317,-0.913387298583984,-1.82305860519409,-1.38876307010651,-0.0948173776268959,-0.908637702465057,-1.91478180885315,-2.02314114570618,-1.66943418979645,-2.05119514465332,-1.11639392375946,-0.703470587730408,-0.424162805080414,-1.35775279998779,-0.786474227905273,-0.0155431674793363,-0.635913193225861,-0.38112011551857,-0.127957314252853,-0.372325122356415,-1.83999967575073,-1.2887305021286,-0.412234574556351,-0.061103843152523,-0.0218725018203259,-2.02002763748169,-0.520247638225555,-1.38677096366882,-0.441367566585541,-0.917885661125183,0.009383843280375,-0.254116058349609,-1.06292545795441,-0.697468459606171,-1.09972953796387,-0.144768550992012,-0.760091483592987
O75607,-3.41044235229492,-2.64128088951111,-4.02405166625977,-3.10624051094055,-1.54948902130127,-2.05338954925537,-2.24363493919373,-2.15896797180176,-1.17238163948059,-1.84936881065369,-3.13411974906921,-3.73571825027466,-3.01137542724609,-3.75711059570313,-2.63054871559143,-1.80757486820221,-1.7426221370697,-2.80395793914795,-1.32539594173431,-0.851592421531677,-2.35841703414917,-1.77981305122375,-1.30355274677277,-1.91668307781219,-3.19082903862,-2.43940877914429,-2.30394983291626,-1.42327678203583,-1.04508674144745,-3.3443877696991,-1.89647817611694,-1.6639769077301,-1.24018442630768,-1.73085677623749,-1.59884452819824,-1.19211614131927,-2.22908759117126,-2.10832738876343,-2.33471870422363,-1.68750405311584,-2.28980088233948
Q2M2I8-2;Q2M2I8,0.147627875208855,0.849821507930756,1.06633496284485,0.89400053024292,-0.174009189009666,0.00718468427658081,0.629082500934601,0.592363834381104,-0.660517930984497,0.309359669685364,1.05611670017242,0.883510112762451,0.699253857135773,1.14210319519043,0.583698689937592,0.414150178432465,0.180729553103447,1.31065118312836,-0.799164831638336,-0.908886730670929,0.127347409725189,-0.31592658162117,-0.660282075405121,0.77779221534729,0.824751794338226,0.32439199090004,-0.00598491681739688,-0.836636543273926,-0.562448680400848,0.99264007806778,0.231480643153191,0.66691917181015,-1.22596561908722,-0.372968584299088,-0.227382779121399,-0.288492769002914,0.38166818022728,0.0719045028090477,0.0325466953217983,-0.395983070135117,-0.117631889879704
Q9UMY1;Q9UMY1-2,-0.388237297534943,-0.127488940954208,-0.959231793880463,-1.00278198719025,-0.0669839605689049,-0.574381232261658,-1.05652415752411,-0.632038354873657,0.330757945775986,-0.411567717790604,-1.11675107479095,-1.48665320873261,-0.848938941955566,-1.20861506462097,-0.952627182006836,-0.570487499237061,-0.149355784058571,-0.327674627304077,-0.326252609491348,0.124257452785969,-0.437516063451767,-0.0735868141055107,0.0387015230953693,-0.245771989226341,-0.709087193012238,-0.554779767990112,0.29404279589653,0.164586737751961,0.190342247486115,-1.29380297660828,-0.214101627469063,-1.08105635643005,-0.133171781897545,0.0458534844219685,0.616488873958588,0.165914058685303,-0.600407958030701,-0.278010576963425,-0.479023516178131,0.235163122415543,-0.33136573433876
Q9BPW8,0.81520676612854,0.762987971305847,0.0883294343948364,-0.195903658866882,1.49817597866058,0.71744292974472,-0.7109454870224,-0.483348906040192,0.847763180732727,-0.00950606819242239,-0.856014370918274,-0.128249928355217,0.324722468852997,-0.370173454284668,0.760217070579529,0.0196163412183523,1.03362822532654,0.53999924659729,1.1208108663559,1.4639208316803,1.07581079006195,0.957904875278473,1.94055342674255,0.319406718015671,0.186723902821541,-0.380604922771454,0.392165541648865,1.25979793071747,2.50891542434692,0.202989608049393,0.498738080263138,-0.0858341455459595,1.77318513393402,0.896187722682953,1.17985987663269,1.0559937953949,0.457837522029877,0.819088101387024,0.92793470621109,1.22566151618958,1.22105860710144
Q52LJ0-2;Q52LJ0,1.50561583042145,1.62865912914276,0.503503561019897,0.457036882638931,1.16667938232422,0.86591625213623,0.289735317230225,0.419835776090622,0.885370790958405,0.390819013118744,0.517285227775574,0.356784403324127,0.766979277133942,0.0835769474506378,1.08753764629364,0.919006288051605,1.457559466362,1.83233571052551,0.990377128124237,0.891179084777832,1.00026190280914,0.814569115638733,1.53739356994629,1.72833180427551,0.290817618370056,1.07481610774994,1.47806346416473,1.17230224609375,1.72258913516998,0.533365786075592,1.03815722465515,0.479980528354645,1.6092483997345,0.950710952281952,1.71054637432098,1.17180216312408,0.899563670158386,1.2712414264679,1.10995137691498,1.32775735855103,1.26603865623474
O43399;O43399-5;O43399-7,-0.270666390657425,-0.580724656581879,0.483274638652802,0.840689063072205,-0.557355880737305,0.587818801403046,1.18417048454285,0.847613990306854,-0.854771375656128,-0.0617457926273346,0.82573527097702,0.941976189613342,0.540779709815979,0.667642652988434,0.45434558391571,0.168679803609848,-0.64736145734787,-0.0797557011246681,0.0927557721734047,-0.594183921813965,0.129488453269005,-0.4143306016922,-0.240765556693077,-0.562408030033112,0.691032707691193,-0.0572621785104275,-0.0707220882177353,-0.90302050113678,-1.00066292285919,0.893556475639343,-0.212238878011703,0.4049311876297,-0.473567068576813,-0.322154879570007,-0.579954564571381,-0.844868957996368,0.197953954339027,-0.430475354194641,-0.36651086807251,-1.06474661827087,-0.376448780298233
Q9H9Y2,-1.162721991539,-0.774348914623261,-2.45119094848633,-1.86529767513275,-0.370860785245895,-1.44514203071594,-1.79174184799194,-1.70457077026367,0.00994790252298117,-0.981780230998993,NaN,-2.48651194572449,-1.72166228294373,-1.73326098918915,-1.48071110248566,-0.942022740840912,-0.482771754264832,-0.690743625164032,-1.38928782939911,-0.235401153564453,-0.975580871105194,-0.586005389690399,-0.657934129238129,-0.432641953229904,-1.69765937328339,-1.38467192649841,-0.0577354766428471,-0.144868582487106,-0.206878587603569,-2.05630850791931,-0.702343761920929,-1.29446732997894,-0.236663937568665,-0.880914032459259,0.295055150985718,0.0563915371894836,-1.2386668920517,-0.866670787334442,-1.05062055587769,-0.249661177396774,-0.965234339237213
Q05209;Q05209-2;Q05209-3,-0.471930712461472,-0.0645105540752411,0.721362113952637,0.860301792621613,-0.338531166315079,0.969095885753632,0.893001139163971,0.685947239398956,-0.637042760848999,0.4358751475811,0.845373690128326,0.694980084896088,0.854745090007782,0.760992646217346,0.747241139411926,0.373831003904343,-0.343077510595322,0.398163825273514,0.411352962255478,-0.869871616363525,0.0578099340200424,-0.187293291091919,-0.313587516546249,-0.595924973487854,0.808872878551483,0.461201369762421,-0.628546118736267,-0.619567811489105,-0.893935263156891,0.86392080783844,0.0819931104779243,0.918236672878265,-0.267032086849213,-0.19038450717926,-0.304253995418549,-0.809606909751892,-0.133423045277596,0.145540207624435,0.231468096375465,-1.14950120449066,0.356312870979309
Q9Y3A2;Q9Y3A2-2,-0.245238587260246,-0.29967799782753,-1.67885804176331,-1.2576938867569,0.0395571403205395,-0.65215802192688,-1.87934267520905,-1.13627254962921,0.297866702079773,-0.608550846576691,-1.48367965221405,-1.5099949836731,-1.06835007667542,-1.72236573696136,-0.753476917743683,-0.715838670730591,-0.105353981256485,-0.617086291313171,-0.468663066625595,0.271561414003372,-0.230615437030792,-0.186297714710236,0.311902403831482,-0.186339750885963,-1.2338262796402,-0.576132833957672,-0.154552578926086,0.269945502281189,0.291090667247772,-1.35559368133545,-0.447660207748413,-1.12880396842957,0.0377654545009136,-0.72236955165863,0.483947217464447,0.053158488124609,-0.72150844335556,-0.310423076152802,-0.843276262283325,0.314830183982849,0.048272006213665
Q9NV06,-0.567439496517181,-0.631038367748261,-2.10323739051819,-1.7029025554657,-0.0779778733849525,-0.712347269058228,-1.72611892223358,-1.88753473758698,-0.127905145287514,-1.16587114334106,-1.61101615428925,-2.07189965248108,-1.38546848297119,-1.89632391929626,-1.13543438911438,-1.03803563117981,-0.580920815467834,-0.868507385253906,-0.560419499874115,0.0279877539724112,-0.697506427764893,-0.340316146612167,0.00539274234324694,-0.508421182632446,-1.8378723859787,-1.17641282081604,-0.408288240432739,-0.0547315664589405,-0.164099916815758,-1.57263791561127,-0.701321482658386,-1.37665212154388,-0.380689680576324,-1.04745936393738,0.283227384090424,-0.240197584033012,-0.70172506570816,-0.858018577098846,-0.815675497055054,-0.0123849743977189,-0.535527527332306
O75367-2,2.08080315589905,1.58425331115723,1.53963994979858,1.36380517482758,2.47311329841614,1.33781635761261,1.0260181427002,1.34375774860382,2.56467461585999,1.88523149490356,1.12860107421875,1.05224013328552,1.45850682258606,1.11423897743225,1.86826634407043,1.75059700012207,2.37167310714722,2.77290487289429,1.75423920154572,1.92310154438019,2.16609907150269,1.8695615530014,2.48558712005615,2.1670663356781,1.01809895038605,2.27256417274475,2.14921259880066,1.80595934391022,2.23932504653931,1.30404555797577,2.18664336204529,1.20681405067444,2.1128613948822,2.01092553138733,2.63625979423523,2.65170001983643,2.12998914718628,2.51046633720398,1.98188269138336,1.94008588790894,1.92436623573303
O60287,-0.0666153281927109,-0.262128084897995,-1.72791981697083,-1.1839017868042,-0.119449622929096,-0.8968186378479,-2.18792009353638,-1.40468752384186,0.00922694895416498,-0.872908592224121,-1.20195293426514,-1.65986931324005,-0.749008774757385,-1.8354150056839,-0.444245547056198,-0.839850783348084,-0.222677305340767,-0.652357220649719,-0.751590847969055,0.637425661087036,-0.281124860048294,0.0622415319085121,0.122766874730587,-0.168439790606499,-1.53905308246613,-0.564617812633514,-0.0623971708118916,0.177886426448822,0.356471598148346,-1.34195399284363,-0.647042572498322,-1.72105860710144,0.46384534239769,-0.589897871017456,0.264969706535339,0.191834330558777,-0.437693655490875,-0.133067026734352,-0.773635268211365,0.352699458599091,0.0469844825565815
P52594-2;P52594-3;P52594;P52594-4,0.479063302278519,-0.022750711068511,1.60028743743896,1.37605535984039,0.17319330573082,0.664427220821381,1.77464306354523,1.88013172149658,0.143988475203514,1.54200387001038,1.5512090921402,1.31469249725342,1.03562343120575,1.51326465606689,1.02057254314423,1.0111438035965,0.6359903216362,0.420074284076691,0.713926494121552,-1.0861382484436,0.374182254076004,0.409825026988983,0.545941174030304,0.493693917989731,1.58564400672913,1.41100633144379,0.203056693077087,-0.671759784221649,-0.390379786491394,1.43940794467926,0.953436195850372,1.69952511787415,-0.251631289720535,0.443389475345612,-0.637523472309113,-0.137327834963799,0.311574995517731,0.966667532920837,-0.246212378144264,NaN,0.204186081886292
Q9Y221;Q9Y221-2,-0.273983091115952,-0.523650467395782,-1.64189910888672,-1.44953870773315,-0.33445942401886,-0.996697723865509,-1.65074348449707,-2.71011972427368,-0.315028697252274,-0.625349044799805,-1.36929273605347,-1.52851557731628,-1.28347980976105,-1.53253829479218,-1.34379875659943,-0.974235951900482,-0.388806790113449,-0.63084203004837,-0.442441761493683,0.00844455044716597,-1.17465376853943,-0.297352612018585,-0.0976100564002991,-0.341322630643845,-0.989765882492065,-0.949034810066223,0.0469154380261898,0.196909159421921,-0.00454860273748636,-1.67132604122162,-1.17434060573578,-0.793252468109131,0.0346484147012234,-1.38129103183746,-0.278542637825012,-0.335543572902679,-0.591698110103607,-0.307215362787247,-1.34717929363251,-0.422786235809326,-0.255300134420395
Q9NZJ6,-0.0898621156811714,0.00362973054870963,NaN,-0.498585641384125,-0.651983916759491,NaN,-1.12647807598114,NaN,0.608487606048584,-0.220276221632957,-0.815742909908295,NaN,-0.519883692264557,-0.632969260215759,-0.150566548109055,0.0109976986423135,0.00261076143942773,-0.00408506020903587,0.757835924625397,1.00576722621918,-0.379791110754013,NaN,0.438286274671555,NaN,NaN,-0.481518149375916,-0.508620917797089,-0.259182035923004,1.14519596099854,-0.533175528049469,-0.117991022765636,NaN,1.03532707691193,NaN,NaN,0.432016342878342,0.413323253393173,0.636543214321136,NaN,NaN,0.326410859823227
Q9BQ39,-0.994552791118622,-0.501733303070068,-1.61365687847137,-1.67511010169983,-0.640631973743439,-1.18884682655334,-1.32197177410126,-1.34910809993744,-0.201719000935555,-0.824240922927856,-1.43915641307831,-1.62657046318054,-1.39201426506042,-1.37358379364014,-0.964280843734741,-1.31368374824524,-0.692622840404511,-1.16052079200745,-0.581120491027832,0.28501757979393,-1.06728148460388,-0.355319231748581,-0.631981432437897,-0.308733701705933,-1.85979187488556,-0.547595918178558,-0.40914249420166,-0.214449495077133,0.176816835999489,-1.42306983470917,-1.03492712974548,-1.74381923675537,-0.223768055438995,-0.809433698654175,-0.459245949983597,-0.164192497730255,-0.52836811542511,-0.327205896377563,-1.13393020629883,-0.158440634608269,-0.880172967910767
P08758,-1.90134012699127,-0.0635524764657021,1.8529292345047,1.52765369415283,0.150516465306282,-0.698595583438873,1.5896167755127,1.78118526935577,0.0379495248198509,2.05451989173889,1.01520204544067,1.35133004188538,0.943966269493103,1.44321191310883,0.452259540557861,0.917306363582611,-1.14701163768768,-0.808902680873871,-0.0887624099850655,-1.07738173007965,0.423811972141266,0.566655158996582,-3.61731123924255,0.412232786417007,1.34738886356354,0.339579731225967,-0.66242253780365,-2.1150164604187,-2.65223550796509,0.474389433860779,1.09734523296356,1.39104199409485,-4.22791433334351,-0.456271022558212,-2.12660384178162,-0.168892309069633,1.68626940250397,0.492253392934799,0.964879989624023,-0.495412588119507,-3.65874576568604
Q15269,-0.68512374162674,-0.589994072914124,-1.5084216594696,-1.35089600086212,-0.203401103615761,-0.844691038131714,-1.80938911437988,-1.20143938064575,-0.0433229357004166,-0.659899473190308,-1.53844451904297,-1.79882752895355,-1.40785038471222,-1.7764219045639,-0.988643646240234,-0.966749370098114,-0.493575036525726,-0.932904064655304,-0.747087836265564,0.114347621798515,-0.581232309341431,-0.281987398862839,-0.111246377229691,-0.583818554878235,-1.62946724891663,-0.919711589813232,-0.447049766778946,0.0486647859215736,-0.0348198562860489,-1.5994530916214,-0.538175761699677,-1.45167171955109,-0.11428464949131,-0.64837908744812,0.125421538949013,0.0251775421202183,-0.670125782489777,-0.394491940736771,-0.830654323101044,-0.117050029337406,-0.636687159538269
O00602,NaN,NaN,2.45143246650696,2.76820278167725,4.9708776473999,NaN,3.09913015365601,2.75707316398621,NaN,3.72990822792053,2.53265523910522,2.9215075969696,2.83087491989136,3.50827383995056,3.62687706947327,NaN,NaN,NaN,NaN,NaN,4.6151442527771,3.80204629898071,NaN,NaN,3.87601470947266,3.49315667152405,NaN,NaN,NaN,3.92726540565491,NaN,3.98088669776917,NaN,5.15897130966187,NaN,NaN,3.82782602310181,3.83639430999756,6.10315799713135,NaN,NaN
P51649;P51649-2,1.95884120464325,1.62666368484497,-0.648521780967712,-0.82593297958374,2.62148427963257,0.816136240959167,-1.08559226989746,-1.34926795959473,1.43546366691589,-0.461855977773666,-0.2925144135952,0.176880642771721,0.848853528499603,-0.662292122840881,1.58724653720856,0.243123888969421,1.51637053489685,2.67760682106018,2.15367937088013,2.66222763061523,1.6404355764389,1.93920934200287,2.48490309715271,1.69413876533508,-0.574238657951355,0.100732572376728,1.50920557975769,2.53409600257874,2.68367767333984,0.455505132675171,0.775298476219177,-1.37157070636749,2.89489340782166,1.22252249717712,2.50223731994629,1.80105197429657,1.29845070838928,1.91506850719452,1.77626919746399,1.45547068119049,2.50107717514038
O76021;O76021-2,-0.625080585479736,-0.538314580917358,-1.545942902565,-1.40352880954742,-0.146814450621605,-0.882830858230591,-1.74388337135315,-1.3325560092926,-0.124854952096939,-0.512283861637115,-1.53222119808197,-1.78750002384186,-1.30985724925995,-1.4112811088562,-1.0634241104126,-0.916241586208344,-0.568361282348633,-0.814352333545685,-0.742694973945618,0.136040195822716,-0.546704590320587,-0.291458964347839,-0.0395470894873142,-0.519520044326782,-1.39374339580536,-0.975755274295807,-0.476650595664978,-0.0782466158270836,-0.27414870262146,-1.44758450984955,-0.774667382240295,-1.02333331108093,-0.234317362308502,-0.669921278953552,0.320015072822571,-0.278030514717102,-0.71651691198349,-0.660499274730682,-0.912933349609375,0.0019020161125809,-0.521613240242004
Q92506,0.679390132427216,0.675708055496216,0.371141761541367,0.113091453909874,1.94984233379364,0.726106226444244,-0.0993315801024437,0.166669860482216,1.90331280231476,0.753467082977295,-0.653012275695801,0.168696820735931,0.832980632781982,0.224986150860786,0.955397725105286,0.77729594707489,2.14448857307434,2.03384208679199,1.65365898609161,1.72346568107605,1.88572251796722,1.11131107807159,2.18171358108521,1.7418349981308,0.357493996620178,-0.130677744746208,0.189037099480629,1.28082180023193,1.98403179645538,-0.0545561239123344,1.69396722316742,0.599491775035858,2.10553789138794,1.32786333560944,1.69947922229767,1.67900502681732,0.495510339736938,0.619320809841156,1.3578394651413,0.717133939266205,1.4978609085083
Q92947;Q92947-2,0.103543676435947,0.72626131772995,0.0973180532455444,-0.166533067822456,1.13750612735748,0.0601014010608196,-0.214641585946083,0.109382919967175,1.26741945743561,0.770650446414948,-0.230684712529182,-0.425002753734589,0.0955062061548233,0.0585547089576721,0.021159203723073,0.642470359802246,1.2293815612793,0.42604985833168,0.934908390045166,1.3713093996048,0.735039472579956,0.728473484516144,0.8406001329422,0.888500928878784,-0.00779543910175562,0.0899834558367729,0.0980037078261375,1.04288804531097,0.95334666967392,-0.262316524982452,1.07752418518066,-0.0841627418994904,0.990258574485779,0.724481761455536,0.816433310508728,1.43579435348511,0.592472016811371,0.556415975093842,0.582676112651825,1.0412939786911,0.741289556026459
Q13601;Q13601-2,-0.646607398986816,-0.70551609992981,-1.88190805912018,-1.78415322303772,0.138281956315041,-0.242590695619583,-1.81207680702209,-1.15965664386749,-0.220843881368637,-0.799587428569794,-1.8901287317276,-1.78948676586151,-1.39027154445648,-1.75498378276825,-1.07783496379852,-1.1255476474762,-0.35510066151619,0.0705308020114899,-0.417881280183792,-0.319279104471207,-0.360159307718277,-0.55002099275589,-0.175388142466545,0.256215631961823,-1.1900155544281,-1.24099731445313,0.252795368432999,0.389969795942307,0.504692852497101,-2.10714769363403,-0.501415312290192,-1.22865688800812,-0.0487104803323746,-0.522645711898804,0.350265681743622,-0.179559156298637,-1.31708955764771,-0.877411603927612,-0.8549485206604,-0.1111194267869,-0.868326306343079
Q13206,-1.04286098480225,-0.763368964195251,-2.16231250762939,-1.90338456630707,-0.638508200645447,-0.816241502761841,-1.88910412788391,-1.49911510944366,-0.152161911129951,-1.12045764923096,-2.05748677253723,-2.13727307319641,-1.61295390129089,-1.83889019489288,-1.27941417694092,-1.49619579315186,-0.619262337684631,-1.27158999443054,-0.696995496749878,0.236195102334023,-0.931736707687378,-0.606384038925171,-0.462388038635254,-0.502887547016144,-1.89576768875122,-1.40331554412842,-0.863959789276123,-0.255615293979645,-0.0564685501158237,-1.85350275039673,-1.01647293567657,-1.65333843231201,-0.678100943565369,-0.942989468574524,-0.403178483247757,-0.422961980104446,-1.02173566818237,-0.791019916534424,-0.768105030059814,-0.396027714014053,-0.578922867774963
