Majority protein IDs,Intensity MDAMB231 Biol. repl. 1,Intensity MDAMB231 Biol. repl. 2,Intensity MDAMB231 Biol. repl. 3,Intensity MDAMB231 Biol. repl. 4,Intensity LM2 Biol. repl. 1,Intensity LM2 Biol. repl. 2,Intensity LM2 Biol. repl. 3,Intensity LM2 Biol. repl. 4,Intensity BT549 Biol. repl. 1,Intensity BT549 Biol. repl. 2,Intensity BT549 Biol. repl. 3,Intensity BT549 Biol. repl. 4,Intensity Hs578T Biol. repl. 1,Intensity Hs578T Biol. repl. 2,Intensity Hs578T Biol. repl. 3,Intensity Hs578T Biol. repl. 4,Intensity HCC1419 Biol. repl. 1,Intensity HCC1419 Biol. repl. 2,Intensity HCC1419 Biol. repl. 3,Intensity HCC1419 Biol. repl. 4,Intensity HCC1954 Biol. repl. 1,Intensity HCC1954 Biol. repl. 2,Intensity HCC1954 Biol. repl. 3,Intensity HCC1954 Biol. repl. 4,Intensity JIMT1 Biol. repl. 1,Intensity JIMT1 Biol. repl. 2,Intensity JIMT1 Biol. repl. 3,Intensity JIMT1 Biol. repl. 4,Intensity SKBR3 Biol. repl. 1,Intensity SKBR3 Biol. repl. 2,Intensity SKBR3 Biol. repl. 3,Intensity SKBR3 Biol. repl. 4,Intensity MCF7 Biol. repl. 1,Intensity MCF7 Biol. repl. 2,Intensity MCF7 Biol. repl. 3,Intensity MCF7 Biol. repl. 4,Intensity MCF10A Biol. repl. 1,Intensity MCF10A Biol. repl. 2,Intensity MCF10A Biol. repl. 3,Intensity MCF10A Biol. repl. 4,ANOVA Significant
,MDAMB231,MDAMB231,MDAMB231,MDAMB231,LM2,LM2,LM2,LM2,BT549,BT549,BT549,BT549,Hs578T,Hs578T,Hs578T,Hs578T,HCC1419,HCC1419,HCC1419,HCC1419,HCC1954,HCC1954,HCC1954,HCC1954,JIMT1,JIMT1,JIMT1,JIMT1,SKBR3,SKBR3,SKBR3,SKBR3,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
P20339,1.761166,1.658337,1.580833,1.495096,1.575315,2.090557,1.888388,1.300293,-1.348484,-4.609284,-0.08436203,-3.444907,-4.700846,-1.86294,-0.6222782,-4.096119,0.7007446,-0.6742764,0.9639225,1.528666,0.7354279,0.7389774,0.1379871,0.4411812,-0.2486324,-0.4396572,-5.835481,-2.528536,0.3803177,-0.6740913,1.635273,0.4885654,3.413319,2.80835,1.368719,1.997139,0.7027912,0.5819378,0.1141033,0.01913834,
P20340;Q9NRW1,3.660515,2.491585,2.495441,2.059393,2.782949,2.00811,2.354498,2.504641,2.358644,2.253002,2.119022,2.595291,0.480999,-2.170618,-3.328627,-5.265686,3.086107,3.937548,3.444248,3.684526,3.492731,2.452415,2.496353,3.066769,3.515106,3.823288,3.984449,2.95719,2.7146,1.807238,2.324291,2.246843,3.859297,3.94191,3.427181,4.051264,0.4782467,1.562426,3.19158,1.552158,
P20618,1.286299,1.85479,1.150187,0.6827812,0.938612,0.4491558,0.1676464,0.3238964,1.295719,0.3027897,0.9666805,0.1825638,0.2921429,-0.9964771,-0.1335316,-1.234524,2.735126,3.099977,3.236176,3.027388,3.670729,3.303654,3.230778,2.568035,2.898329,2.750475,2.831486,2.269163,3.806551,3.427082,3.462166,3.289465,1.454985,2.638855,2.252836,1.997669,2.032217,2.258715,1.706703,1.48996,+
P20645,-2.696352,-5.850997,-3.022739,-5.810482,-2.963955,-4.368798,-4.974534,-5.346765,-0.2751751,0.4009495,0.6269779,-0.7281723,-1.02532,-1.897915,-2.32407,-5.46649,1.299442,0.6315823,0.5386505,0.001279831,0.3671398,-0.2594166,-0.227623,-0.3395882,0.2662354,1.78146,1.075115,-0.2785149,1.354942,0.422636,0.9778156,0.8932896,-1.62146,-0.2412834,0.82337,0.7141933,-1.6453,-2.430073,-0.9422913,-2.238192,+
P20674,-3.86684,-2.312115,-3.217134,-0.6201019,-4.757195,-3.464647,-3.909201,-3.388193,0.5976067,0.229845,0.8663979,-0.9251804,-5.59322,-5.360977,-3.167713,-1.503521,1.571066,1.850986,1.923098,1.877974,2.37289,1.771847,1.891088,2.056698,-0.526804,-1.812706,-2.231369,1.505754,-0.3252316,-1.609411,-0.4506817,-0.1923447,2.660852,2.748795,3.07379,2.725883,3.543653,3.099302,4.445053,3.97154,+
P20700,0.3488216,0.9716816,0.6131001,1.505444,1.175724,0.5068111,0.5216446,0.964777,3.714003,1.77606,2.222641,2.665888,1.751625,1.485037,0.9737091,1.125292,2.268162,2.863649,2.539043,2.273615,3.66337,4.005547,3.900368,4.116138,2.782045,2.224325,2.287827,3.129206,1.702291,1.510359,2.085743,1.824776,5.014601,4.970924,5.17836,4.788635,4.123707,4.133259,4.095682,4.535316,+
P20774,-2.705383,-1.769665,-4.580965,-2.443094,-3.461227,-1.902416,-0.5184822,-2.363165,-2.389404,-2.07826,-0.9019604,-2.189211,-0.9863758,-0.3098869,-0.1600037,0.5545635,-0.0447731,-5.22436,-3.720152,-1.22151,-2.607908,-0.5623531,-2.581141,-0.6684685,-2.768858,-0.9049816,0.6958275,-1.264742,-2.803324,-4.839463,-3.244585,-5.318419,-3.730366,-1.232414,-1.456741,-2.090706,1.119766,1.410044,-1.814753,-0.9654083,
P20810,-0.04454803,-0.5491428,0.6029568,0.05104065,0.2852268,-0.1982555,1.456726,1.979063,-3.88486,-4.723095,-3.205085,-5.66918,-2.476736,-0.4498901,-1.2829,-0.8620815,-0.03482437,0.6424675,0.5031204,-0.2270718,0.1297188,-0.7889099,-0.2187634,-0.03442955,1.472832,1.939619,0.8111649,1.365862,-1.070858,-1.670835,-1.306702,-0.9543056,-4.427986,-6.05409,-3.146898,-2.686529,0.9070168,0.6168861,1.193686,0.3591213,+
P20839,-2.068617,-2.233635,-1.465073,-2.411942,-2.788887,-3.630633,-3.216526,-4.269792,-4.435399,-4.21359,-4.457747,-6.000515,-1.684158,-1.175856,-0.7768803,-5.290237,-0.3789444,-0.7491798,-0.2742882,-1.940199,1.288696,2.467768,1.889185,1.818062,1.102995,0.1114674,0.7600842,1.675383,3.428036,3.15645,3.596243,2.92486,1.600176,1.472227,2.48484,1.787525,-0.5822048,-1.564756,-0.2084351,-0.524786,+
P20908,6.30187,6.387329,6.592413,6.457602,5.10858,5.057129,4.649342,4.765392,-0.4719715,0.2636166,0.1349125,-0.4868755,2.898766,3.011986,2.771109,2.495687,-1.670893,-1.262478,-1.758497,-1.495953,2.598898,1.9893,2.711544,3.019999,-0.9788761,0.5277328,-0.2185879,-1.487886,1.959763,0.8015079,1.666313,1.52984,-0.1692047,0.1390553,-0.1853848,0.1270103,0.1736202,0.04173279,-0.9802704,-0.67803,+
P20936,-5.608299,-1.531109,-1.433937,-1.960445,-2.67297,-4.174361,-4.996956,-5.766422,-4.041346,-1.949465,-5.126955,-3.779358,-4.386103,-5.767089,-2.461645,-4.927205,-2.596081,-5.329117,-5.588619,-4.199024,-5.453648,-5.130517,-2.619259,-4.14229,-5.063602,-3.513779,-5.455853,-5.828078,-5.101021,-3.907211,-4.610775,-6.056238,-4.734593,-4.649091,-2.878267,-6.386389,-5.066651,-5.494181,-3.06118,-4.930715,
P20962,-2.016674,-2.16415,-4.586677,-2.099501,-1.666296,-1.502377,-1.81587,-2.075506,-1.154922,-1.356577,-1.136999,-1.154339,-1.677324,-0.6192894,-0.9279251,-0.812151,-4.407598,-4.651437,-4.339214,-2.132759,-1.083193,-0.6661224,-0.8653393,-0.7619629,-2.419029,-2.568178,-0.6969814,-1.25597,-0.7074871,-0.9829865,-0.9411755,-1.714329,0.468771,-3.498758,-4.393167,-3.691459,1.145515,1.194246,0.1665115,0.0446682,+
P21266,0.125576,-0.08356094,-0.4610157,-0.7152443,0.1137466,0.3274422,0.1304741,0.4627075,1.003458,1.230022,1.003502,1.339712,0.1071243,-1.799908,-0.5148678,-1.113052,3.9678,4.510038,4.425573,4.348377,4.442978,4.544401,4.428226,4.138597,-4.563767,-4.070395,-5.729016,-6.981273,5.617247,4.639521,4.709215,4.654684,3.439569,3.468174,3.232155,3.0996,-6.33646,-5.477619,-4.587032,-3.373125,+
P21281;P15313,-0.5026951,-0.9085159,-1.077526,-0.8072662,-0.9828987,-3.954969,-5.565557,-6.472375,-1.388374,-0.4474125,-0.6355324,0.343338,-1.719234,-4.21457,-4.718811,-4.73458,0.3934155,0.453928,0.649229,-0.08685303,-0.9028835,-2.997513,-3.341719,-0.6586838,-0.1426411,0.1402493,0.2725487,-0.685585,1.655682,1.01129,0.3083878,1.14011,-4.49327,-5.335701,-4.17295,-6.682187,-0.244915,0.7050667,1.287178,0.5886555,+
P21283,0.06871796,1.168549,0.7426548,0.7377129,0.7912464,1.645168,1.199419,1.272991,-0.148962,-0.9420223,0.8519936,-0.4274597,-3.362351,-0.8341656,-0.6641102,-1.172777,1.21254,1.852961,1.519627,1.76088,0.6859341,0.7194653,0.902914,0.4821835,0.2074432,-0.4402218,-1.501152,0.6152496,-0.2454758,-0.3214684,-0.7002468,-0.5134907,-0.4373989,0.5069675,0.7646084,-0.04500389,-0.404171,0.7204933,-0.5193539,-0.2255783,
P21291,2.430992,2.634516,2.504498,2.467178,2.170603,2.281616,1.998014,2.222113,2.059572,2.122631,1.86577,1.140633,0.462038,1.306021,1.509113,2.109053,3.337198,3.282614,3.496208,3.518538,3.117203,3.269993,3.7651,3.47525,1.688219,1.021353,1.136232,1.060034,5.75132,5.609549,5.625212,5.489086,2.098585,1.36285,1.911852,1.409035,2.824043,2.577974,1.773363,2.140841,+
P21333,7.28871,7.190075,7.096758,7.120039,6.015841,6.041727,6.231081,6.333965,7.214146,7.458208,7.391464,7.673489,7.300045,7.172949,7.507267,7.259136,5.596401,6.132299,5.94507,5.853821,7.689644,7.651573,7.792242,7.712246,8.294987,8.452755,8.300066,8.280638,7.304882,7.068165,6.680183,6.936373,6.305712,6.349693,6.366117,6.268377,7.433815,7.677885,7.509632,7.542915,
P21359,-1.00943,-0.6154041,-0.6582108,-1.015652,-1.48101,-3.59039,-4.055604,-4.580718,-4.394935,-5.149801,-4.815028,-4.898059,-0.4795666,-0.6894341,-0.6326008,-0.9104042,0.4587002,0.4754009,-0.1403904,0.2025509,0.8693752,0.7398567,0.1818523,0.6345863,-5.336433,-3.68321,-7.078203,-1.480774,3.871597,2.03635,2.474707,2.423597,-1.440645,-0.4780083,0.9990082,1.039001,-1.540783,-1.841965,-3.085598,-5.091185,
P21397,-7.095763,-4.817017,-3.314884,-2.063133,-5.773051,-4.518043,-3.60782,-5.979651,-4.489288,-7.219564,-4.167938,-5.693652,-4.548906,-5.123256,-4.18544,-4.099814,-4.59849,-5.354781,-2.232321,-4.669876,-0.2906265,0.2231865,-0.1077824,0.05673027,0.7906857,2.043669,0.8068161,2.517958,-4.306709,-5.477451,-4.713293,-4.890513,-5.776846,-5.030092,-4.943549,-3.73066,-0.2500229,0.1876431,1.4849,0.9201889,+
P21399,-7.95927,-2.050962,-1.7778,-1.347719,-2.312885,-1.643822,-0.8519249,-1.906345,-0.9345627,-3.822722,-5.195796,-3.910643,-2.501635,-0.8306656,-1.809893,-3.682735,-0.3495731,-2.262083,-1.328264,-1.321196,-0.6341877,-1.101299,-3.225477,-2.495918,-1.072001,-1.303322,1.463614,-0.455862,-4.023008,-5.682166,-4.819227,-6.658269,-3.556303,-5.399926,-5.045212,-0.145504,-2.098854,-2.550798,-1.374809,-1.317772,
P21579,-4.556664,-1.894062,-5.726727,-2.816427,-2.028353,-3.336856,-2.448917,-3.161423,-4.684075,-3.818627,-3.724024,-4.584918,-3.343995,-4.296795,-4.485773,-5.261062,1.835155,2.992819,2.05743,2.531548,-4.249425,-6.019929,-5.277107,-4.458593,-3.823175,-4.496623,-6.040288,-5.882958,-6.40255,-4.345224,-3.81203,-3.79392,1.455578,0.5611362,1.056734,1.050877,-5.619776,-4.753777,-3.765969,-4.452348,+
P21583,-5.0331,-1.744728,-0.7625809,-0.7900791,-3.990151,-6.06353,-3.969897,-4.232151,-5.458151,-4.62244,-4.778775,-4.294964,-4.996979,-3.801523,-5.205488,-5.271303,-5.553625,-5.010639,-4.576972,-4.286109,-3.513326,-6.119339,-3.153332,-4.564548,-3.462036,-4.718873,-5.13436,-4.500242,-6.229908,-6.424263,-2.689218,-4.05048,-4.562379,-4.801344,-4.892231,-5.569324,-4.888726,-4.608147,-4.916195,-3.268894,
P21589,7.111181,7.088612,7.164934,6.985819,8.28668,8.264223,8.070328,8.17345,6.201126,6.229172,6.400742,6.145027,4.879471,4.792082,4.897913,4.709251,-1.903177,-5.536417,-6.311927,-3.754274,3.331705,3.55883,3.668839,3.353636,2.862133,3.267694,2.359221,1.87933,3.332317,2.574543,3.126743,2.966402,-2.022472,-2.676649,-0.6785641,-4.113451,5.506243,5.504135,5.393166,5.148783,+
P21709,1.786379,1.154259,0.9255962,1.18421,-6.299657,-4.689777,-4.701184,-3.646215,-4.291453,-4.752235,-3.637862,-4.85726,-5.053964,-4.092472,-5.122571,-4.614279,-0.4468975,-1.030952,-0.4793167,-0.7838898,-2.161688,-3.802363,-3.444162,-4.538456,-4.238102,-4.709559,-4.293277,-3.799898,-4.367893,-5.107426,-4.876472,-6.230426,-2.627565,-3.652489,-4.521123,-3.488102,-5.825737,-4.751669,-4.49083,-4.305987,
P21741,2.863054,2.935459,3.370161,2.841761,0.1707096,0.1467972,-1.768169,-0.370182,3.088703,3.445797,2.611639,3.163244,-5.397048,-5.147045,-2.419237,2.593283,3.498821,4.198919,3.732981,4.228378,-5.675626,-6.134296,-5.250737,-4.535739,4.694748,3.084511,3.879215,4.930405,2.278839,2.484062,2.704176,2.859243,9.039871,8.695435,8.931049,8.635082,-5.546098,-4.329204,-4.480612,-2.897919,+
P21796,2.468824,3.46542,3.108484,3.444515,1.648512,1.535797,1.349596,1.718496,4.699623,5.174671,5.46637,5.118919,1.537668,1.426374,2.351685,2.783415,4.424158,4.935884,4.764759,4.597538,5.592943,5.800219,5.410086,5.45245,5.163656,4.69182,4.670761,5.571751,2.940332,3.463602,3.862782,3.850645,5.443869,5.092377,5.359015,5.397455,6.944931,7.057535,7.857262,7.869392,+
P21810,-1.973177,-3.802286,-3.124911,-3.700723,-4.214897,-4.714136,-4.719442,-4.893895,-4.439418,-4.073949,-4.544044,-4.997943,6.082338,5.985628,6.322001,5.776754,-5.524916,-3.482661,-3.572283,-5.03326,-5.858483,-4.130636,-5.233348,-4.787719,-3.297615,-3.723488,-2.638048,-5.983308,-5.996833,-3.673326,-5.156181,-4.490218,1.169178,0.9940472,0.6579838,-0.5924988,-3.730977,-1.852596,-4.155491,-1.564339,
P21860,-2.315235,-3.061026,-5.176341,-2.762598,-4.374809,-4.185648,-4.801998,-4.661258,-3.351645,-4.973761,-4.956284,-3.681715,-5.354826,-4.4565,-4.912813,-4.628197,0.006496429,0.3251553,-0.1655865,0.212122,-4.800202,-6.691789,-8.215052,-3.490822,-5.08552,-4.019186,-3.086565,-3.042967,0.4397736,0.4042034,-0.2534294,-0.3398476,1.054659,-0.3570919,0.8531246,0.8538036,-3.973217,-3.451658,-3.92727,-3.787719,+
P21912,-2.298189,-3.119253,-1.030573,-5.491348,0.0426712,-5.533908,-5.549347,-2.6637,0.7785206,0.501894,0.3728123,0.1185722,-4.106303,-5.898783,-4.779397,-5.424337,-0.9225788,0.2041054,-0.7137165,-0.611414,1.68174,1.817335,2.314661,2.14229,1.249876,0.8794537,0.9460316,1.624956,-1.037025,-0.1643562,1.199194,1.198181,-0.3672009,-2.131907,-0.7938633,-5.76692,1.709799,1.944082,2.582151,3.05978,+
P21926,7.167475,7.483284,7.254396,7.13135,7.442591,7.295691,7.300377,7.579391,5.471144,5.254023,5.384951,5.78348,4.560379,4.419739,4.308857,4.020088,8.159281,8.80117,8.220964,9.004808,6.761631,6.014816,6.216326,6.978928,5.270618,5.167994,4.640266,4.241959,7.581516,6.303764,7.419624,7.526457,6.927223,8.046196,8.347485,8.221046,2.653183,3.31378,3.23139,2.277855,+
P21953,-3.738286,-5.627465,-5.732695,-4.567416,-4.567459,-4.758235,-4.968593,-4.387472,-2.701691,-3.833385,-5.345808,-4.666006,-4.362634,-3.506584,-5.336,-4.694306,-1.404058,-5.65098,-1.569773,-4.34211,-1.832821,-2.259539,-1.896128,-5.710547,-5.988515,-6.540448,-5.650973,-4.63418,-4.041266,-5.000597,-2.454038,-4.229167,-5.800724,-4.552748,-3.129827,-4.681863,-5.924225,-4.231591,-1.905664,-2.013063,
P21964,0.9770355,1.886776,1.775835,1.815081,-4.312652,-4.474036,-2.487007,-5.645526,1.479771,1.018938,1.874798,1.818008,-0.2635746,0.253376,1.200371,0.03306198,5.486843,5.540781,5.559395,5.299099,4.625673,4.46875,4.246521,4.281914,3.292442,2.30777,2.899191,3.464458,5.706953,5.210457,5.215532,5.243614,4.248226,4.842999,4.566822,4.751482,3.070911,3.748404,4.495064,3.99029,+
P21980,4.889658,4.651011,4.303217,4.902233,4.202002,4.233536,3.962063,4.03371,1.499826,1.985859,1.695837,1.659695,-2.024317,-1.237598,-0.9221382,-0.773201,-5.165431,-4.479143,-2.326838,-4.293342,3.74147,3.893509,3.872683,3.786554,4.795971,4.946846,4.168041,4.515633,-3.200348,-5.508155,-4.392885,-5.938673,-4.076454,-1.387783,-1.836435,-1.609501,3.546103,4.029917,3.86484,3.864111,
P22033,-3.435194,-4.125984,-4.653471,-4.082975,-4.37524,-4.332968,-5.238247,-5.022169,-4.784384,-4.188608,-3.516839,-4.221707,-1.103634,-4.306265,-6.008812,-4.63245,-2.49404,-2.554991,-2.95093,-5.295682,-5.225566,-2.485487,-2.942305,-2.980928,-5.846469,-3.755006,-5.252141,-4.219795,-4.639894,-5.33706,-3.420803,-6.046904,-5.432587,-4.440573,-5.419078,-4.631373,-2.453337,-4.855222,-3.658847,-5.202949,
P22059,-0.8942509,-0.1514359,-0.7076111,-0.4147053,-1.180859,-1.211123,-2.200384,-0.6243095,-0.1104984,-1.449856,-4.149773,-1.538088,-1.869968,-2.268381,-4.547759,-3.552003,-1.731194,-0.1497421,-1.218409,-1.251865,1.622963,1.536335,1.653152,1.372643,1.635204,1.532513,1.83617,1.592007,1.286247,1.146038,1.269043,1.069418,-0.6047134,-2.915503,-5.591906,-2.909536,0.1586514,-0.5765247,-1.042625,-0.674118,+
P22061,-0.1361122,0.8076248,1.264545,0.1196289,1.227707,1.140808,1.210728,1.1406,1.39982,1.146376,0.7255974,0.5731163,-0.4513454,0.1854858,1.11981,-0.8532085,2.984068,2.434835,3.005007,3.200878,2.1654,1.005075,1.503422,1.192432,1.76659,1.556545,1.372566,1.250139,3.061899,2.436789,2.810078,2.58609,1.519802,0.484026,-0.01612473,-0.2075176,0.6803207,0.6234398,1.743296,0.5091133,+
P22087,1.601467,1.38541,1.34675,1.370262,-1.936895,-1.841867,-1.867987,-1.928205,3.062508,2.020088,1.904612,1.951982,0.6168003,0.7078037,-0.7047997,-0.03466034,1.442902,0.9436131,1.308599,0.7717991,2.002228,2.020367,1.483219,2.116499,3.66832,4.100971,3.599089,3.304022,0.7005157,0.9573021,1.171686,1.742128,2.802078,2.618124,2.903276,2.747261,1.267906,1.246029,2.506674,2.43544,+
P22102,2.466312,3.384737,3.532875,3.781481,2.400654,2.679787,2.224882,2.627508,4.394951,3.316757,3.064421,3.207455,2.867321,3.230862,2.980082,2.599728,3.044069,2.712059,3.039267,3.029755,4.912867,5.025532,5.246914,4.844152,5.161106,4.945713,4.945421,5.281105,4.260086,3.97925,3.943026,3.952076,4.08638,3.982725,3.56958,3.378122,2.992416,3.22381,3.260424,3.727367,+
P22105,-0.6801624,0.4642792,-0.2784958,0.03838348,-1.871256,-3.45715,-1.984682,-1.796875,-2.026064,-1.831324,-0.379612,-1.599283,-1.455925,-1.050123,-1.127563,-1.54273,-2.629681,-2.442286,-2.212124,-2.077305,-0.5056381,-3.216822,-1.872446,-0.637989,-1.390144,-2.756796,-5.308943,-0.9894466,0.3372726,0.5589962,-0.1916218,0.5049667,-1.93512,-1.887362,-5.016775,-1.959202,-2.918144,-0.3448486,-0.6386242,-0.1673183,
P22223,-3.426435,-4.176091,-5.876295,-2.777411,-4.843585,-5.139615,-5.416025,-3.869279,-0.89888,-5.564735,-2.901583,-1.206888,-4.709291,-4.135356,-5.092522,-4.741241,-5.501499,-4.536784,-2.917673,-4.547882,-0.3817558,-1.646551,-1.030579,-2.511858,-0.4291534,1.168139,-0.3947163,-3.498621,-3.46737,-6.163897,-4.106483,-4.183551,-4.731825,-5.288304,-4.632412,-1.389624,-3.926029,-3.973455,-5.070341,-3.971885,
P22234,4.022673,4.059313,3.961336,4.101112,3.57832,3.283655,2.750731,3.431509,2.590796,2.437874,2.287506,2.35008,2.14723,2.205667,2.511932,2.734541,2.735262,3.047277,3.064243,3.085398,3.769457,4.146994,3.979763,3.597906,3.960239,4.064365,3.736355,3.909632,3.925018,3.586969,3.481092,3.600426,4.048483,3.731236,3.866835,3.802784,3.36121,2.807058,2.286098,2.330473,+
P22307,1.377291,0.8453674,0.591011,1.175137,-0.1722393,-0.1200714,-2.750532,-2.050934,2.043917,2.698912,2.659912,2.40711,-0.2055969,0.5573826,-0.5690517,1.461298,0.5762844,1.437315,1.521231,1.029844,1.812891,2.731823,3.301361,2.724758,1.389153,1.890451,-0.06372452,1.933893,0.9829636,1.921198,2.419514,2.480646,0.2685394,1.200909,1.427799,0.9010582,3.260921,3.003195,3.469671,4.08259,+
P22314,3.850805,4.276182,3.979992,4.069071,4.409943,4.311831,4.110561,4.491917,5.727566,4.421869,4.194725,4.426538,4.387381,4.326654,4.68578,4.002312,5.475677,4.820816,5.264244,4.870871,6.362011,6.163387,6.151091,6.047564,6.380817,6.19862,6.498049,6.201382,5.851719,5.739466,5.806072,5.64085,3.951149,4.226332,3.974497,3.74066,5.278221,5.404997,5.247391,5.496948,+
P22352;P59796;O75715,-0.2118855,0.4138279,0.6046734,-3.859193,-4.253249,-0.9445076,-0.01100731,-2.433134,-2.224047,-2.214865,-1.69648,-3.78487,-0.2379627,-4.731791,-1.601551,-0.4144096,-3.578167,-5.059424,-4.990387,-4.69229,-2.020939,-1.073196,-0.6161423,-0.8661613,-1.955246,-1.658165,-0.5092621,-3.370462,-4.52793,-4.535182,-3.877587,-6.405016,-1.476215,-2.154531,-0.8620186,-5.489766,-4.47198,-4.526657,-0.8071747,-2.479761,
P22392,4.617075,4.019958,4.182737,4.279934,4.39584,4.182901,4.29077,4.52651,3.606606,3.092207,2.994987,3.19919,2.530596,1.474098,1.777054,1.862474,3.95293,3.95466,3.797743,4.034861,5.33099,4.687107,5.085125,4.765079,5.615351,6.022945,3.940189,4.677301,5.795275,5.821819,5.565741,5.795683,4.058495,4.635948,4.262285,4.578667,3.82995,3.380814,3.953808,3.712534,+
P22413,3.954735,4.05109,4.134977,4.016813,3.88723,3.756104,3.535089,3.973986,-0.2033501,1.208973,0.7311306,0.4863224,0.1428833,0.0072155,0.1321907,-0.7760487,4.725969,4.984711,4.781099,4.775051,-5.415689,-6.526598,-5.933195,-6.061771,-4.232616,-1.22823,-4.282192,-4.362177,1.52483,1.331535,1.625385,2.038889,-4.806798,-1.368797,-4.743422,-5.517535,-3.307899,-3.514467,-3.725423,-3.395454,+
P22455;P22607,-5.159382,-4.93785,-3.950222,-5.740154,-5.079913,-4.881192,-4.250775,-4.758404,-3.698694,-4.979387,-3.714279,-1.982859,-4.054502,-3.243518,-5.353405,-5.093539,0.2251415,0.1233559,-0.7765636,0.1800766,-5.290442,-3.792102,-4.453221,-4.486716,-4.789224,-5.422528,-4.053453,-4.57985,-4.875317,-4.557102,-7.236374,-4.88093,-0.959856,-1.335369,-0.9877167,-1.207537,-3.172944,-3.190987,-4.99615,-3.600234,
P22460,-4.032616,-5.120027,-5.249055,-3.995255,-5.32056,-5.226638,-4.345253,-4.426964,-1.331867,2.603771,2.618671,2.834272,-4.538513,-3.33972,-3.90675,-3.687947,-4.975131,-4.627171,-6.550583,-5.428551,-4.806669,-5.954255,-5.243028,-5.639297,-4.770726,-4.778051,-4.946137,-5.459697,-6.178505,-4.760959,-6.442089,-6.599398,-4.472316,-5.70322,-2.877549,-3.851733,-5.018811,-4.186139,-4.381498,-3.846434,
P35326;P35325;P22532;P22531;Q9BYE4,-4.125035,-4.324611,-5.036885,-5.080212,-5.295072,-4.420679,-5.615822,-2.353194,-5.306998,-3.704684,-3.354181,-4.55794,-5.685426,-4.953356,-4.083074,-4.282201,-4.967239,-2.956696,-5.628256,-5.893175,-4.482418,-4.847858,-5.489819,-4.80443,-3.972923,-4.636431,-5.346613,-4.467366,-3.264745,-4.618013,-4.904103,-5.118579,-4.700453,-4.976395,-4.161746,-5.013939,-3.943712,-4.40052,-5.399094,-2.961545,
P22570,-3.748644,-5.477755,-3.568569,-4.886815,-4.006946,-4.660232,-4.881269,-4.074129,-3.7988,-4.790009,-4.463804,-5.72681,-4.194807,-4.288119,-4.51217,-3.972883,-2.951291,-4.233335,-4.38666,-4.106771,-2.280624,-3.103754,-3.185614,-3.359171,-1.060377,-1.434189,-1.120375,-1.558424,-4.056312,-3.684444,-5.551272,-3.786125,-2.670101,-0.9600163,-1.039909,-1.627047,-1.426571,-1.561184,0.6639366,-0.279232,+
P22626,3.342968,2.916071,2.94631,3.12591,2.370403,2.36463,2.059143,2.419924,4.590143,2.669209,2.767334,2.765768,2.440147,3.310673,2.530817,2.109163,2.200439,2.720602,2.668606,2.374367,4.637838,4.12989,4.327242,4.298216,5.288683,5.589668,5.06912,5.203888,3.017817,3.154869,3.257437,3.17264,3.906126,4.30629,4.223253,3.525578,4.273813,4.478157,4.881464,5.23171,+
P22670,1.422403,2.029345,1.807419,1.507853,-1.225676,-2.144457,-1.065172,-2.327221,-0.4011402,0.2026539,0.07857132,1.01029,-0.3942547,-0.813139,-0.8780594,-5.244936,0.07268715,1.864738,1.924168,2.358164,2.065331,1.351269,2.151709,2.27916,-1.602577,-4.002043,-5.317597,-1.661978,0.7711163,0.03149414,0.4721146,0.2780457,1.345713,1.137238,1.959099,2.164425,-2.961637,-2.372238,-1.107439,-1.9942,
P22676,-5.109556,-4.497778,-4.301106,-6.89499,-4.094776,-3.830884,-3.839206,-4.404422,-4.941103,-5.619833,-5.330959,-4.932127,-5.917785,-5.026813,-4.542283,-5.154173,-4.631279,-5.226736,-4.798657,-3.944375,0.8828163,0.5341892,1.332516,0.7472878,2.098009,1.97727,2.475105,2.021702,-5.245751,-4.83169,-3.259027,-5.390178,-3.362578,-5.029311,-4.402246,-4.65468,-4.673465,-4.901506,-4.063027,-5.280166,+
P22695,-1.982128,-0.4002228,0.6413212,0.9457722,-2.686445,-0.9670734,-0.9455032,-4.660584,1.422348,2.616474,2.94458,3.202497,-3.859041,-0.9984379,-0.1209202,-0.2757664,3.112385,3.523367,3.318459,3.140863,2.53587,2.651342,2.54483,2.667568,2.342295,2.254709,1.953051,2.986088,0.0405941,0.7364349,1.430264,1.325071,2.904499,3.165668,3.529087,3.003693,4.266056,4.216116,5.042416,5.278166,+
